project_id,snapshot_id,state,district,project_type,project_cost,project_length_km,land_required_hectares,land_acquired_pct,land_pending_pct,private_land_pct,government_land_pct,forest_land_pct,affected_families,affected_landowners,vulnerable_households,compensation_awarded_amount,compensation_paid_amount,compensation_pending_amount,compensation_pending_pct,compensation_dispute_count,average_compensation_delay_days,legal_case_count,court_case_count,arbitration_case_count,ownership_dispute_count,notification_delay_days,approval_delay_days,survey_delay_days,document_completion_pct,interdepartmental_pending_count,rr_required,rr_completion_pct,families_relocated_pct,rr_grievances,possession_pct,row_available_pct,encumbrance_free_pct,public_objection_count,unresolved_grievances,stakeholder_response_rate,district_avg_resolution_days,agency_avg_delay_days,previous_project_delay_rate,days_since_notification,days_since_last_update,days_in_current_stage,acquisition_stage,actual_completion_delay_days,delayed_gt_90_days,delay_severity,most_likely_delay_stage,prediction_date,source_type,source_reference
P4894,P4894_S2,West Bengal,West Bengal_Dist_07,Water/Irrigation,432.3,10.8,39.34,59.39,40.61,72.62,27.38,0.0,386,376,101,147.06,63.75,83.31,56.65,2,46.8,0,0,0,4,9,0,10,87.57,1,1,47.83,40.07,4,57.25,54.23,48.86,17,8,95.0,198.5,107.4,0.24,60,14,82,Possession Handover,-30,0,on_time,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4894,P4894_S3,West Bengal,West Bengal_Dist_07,Water/Irrigation,432.3,10.8,39.34,68.43,31.57,72.62,27.38,0.0,386,376,101,100.72,55.5,45.22,44.9,0,49.2,0,0,0,4,10,71,27,77.74,3,1,58.8,49.54,6,57.55,55.29,48.47,19,4,95.0,156.5,93.6,0.38,90,12,42,Compensation Disbursement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4894,P4894_S4,West Bengal,West Bengal_Dist_07,Water/Irrigation,432.3,10.8,39.34,93.85,6.15,72.62,27.38,0.0,386,376,101,103.15,70.27,32.88,31.88,0,32.3,0,0,0,2,5,77,1,85.82,3,1,75.05,69.46,6,87.8,81.19,78.26,11,2,95.0,126.8,66.2,0.4,120,25,78,Pre-Notification,-30,0,on_time,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4894,P4894_S5,West Bengal,West Bengal_Dist_07,Water/Irrigation,432.3,10.8,39.34,95.21,4.79,72.62,27.38,0.0,386,376,101,137.07,95.63,41.44,30.23,0,17.6,2,1,1,2,1,9,21,100.0,4,1,87.84,80.13,3,93.2,84.64,79.54,15,3,95.0,209.6,110.6,0.32,150,22,93,RR Execution,-30,0,on_time,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4895,P4895_S1,Bihar,Bihar_Dist_09,Highway,169.98,21.32,65.75,21.66,78.34,93.14,6.86,0.0,1859,2162,354,57.47,10.22,47.25,82.22,1,66.3,2,1,1,61,3,57,10,14.31,0,1,7.11,0.0,59,7.1,0.0,0.0,25,15,89.51,241.5,90.7,0.24,30,10,105,Compensation Disbursement,179,1,severe,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4895,P4895_S2,Bihar,Bihar_Dist_09,Highway,169.98,21.32,65.75,36.93,63.07,93.14,6.86,0.0,1859,2162,354,49.5,13.64,35.86,72.44,2,8.0,1,0,1,41,119,13,6,42.86,1,1,24.48,21.23,46,30.99,28.67,25.02,14,7,95.0,133.3,74.9,0.49,60,22,29,Possession Handover,107,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4895,P4895_S3,Bihar,Bihar_Dist_09,Highway,169.98,21.32,65.75,54.13,45.87,93.14,6.86,0.0,1859,2162,354,29.04,13.23,15.81,54.44,1,15.7,3,2,1,31,39,80,1,45.43,1,1,48.88,41.0,41,40.54,36.28,30.25,9,5,86.43,137.4,118.6,0.23,90,24,25,Possession Handover,70,0,moderate,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4895,P4895_S4,Bihar,Bihar_Dist_09,Highway,169.98,21.32,65.75,63.19,36.81,93.14,6.86,0.0,1859,2162,354,45.97,21.0,24.97,54.32,0,81.5,1,0,1,31,9,41,7,62.83,1,1,44.11,37.5,47,56.66,48.5,42.74,23,11,86.44,155.8,89.4,0.54,120,24,66,RR Execution,23,0,minor,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4895,P4895_S5,Bihar,Bihar_Dist_09,Highway,169.98,21.32,65.75,88.09,11.91,93.14,6.86,0.0,1859,2162,354,52.04,32.17,19.87,38.18,0,108.8,2,1,1,65,4,28,5,97.4,1,1,71.16,64.95,27,80.36,75.98,71.12,13,7,81.31,165.5,115.2,0.42,150,6,118,Award Declaration,29,0,minor,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4896,P4896_S1,Karnataka,Karnataka_Dist_08,Water/Irrigation,261.47,64.65,125.65,5.0,95.0,94.82,5.18,0.0,4154,3278,1710,42.11,1.62,40.49,96.15,8,44.8,3,1,2,457,55,62,19,16.23,5,1,0.0,0.0,129,0.0,0.0,0.0,33,9,52.75,142.2,63.6,0.52,30,16,96,Pre-Notification,444,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4896,P4896_S2,Karnataka,Karnataka_Dist_08,Water/Irrigation,261.47,64.65,125.65,5.0,95.0,94.82,5.18,0.0,4154,3278,1710,56.81,2.12,54.69,96.27,9,42.9,5,1,4,332,54,67,2,10.0,4,1,0.0,0.0,201,1.12,0.0,0.0,33,20,54.14,197.6,85.7,0.55,60,29,22,Pre-Notification,428,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4896,P4896_S3,Karnataka,Karnataka_Dist_08,Water/Irrigation,261.47,64.65,125.65,18.21,81.79,94.82,5.18,0.0,4154,3278,1710,72.53,11.55,60.98,84.08,3,88.8,4,1,3,411,45,38,9,23.68,1,1,0.0,0.0,199,14.34,5.81,1.92,33,8,60.76,233.8,103.6,0.38,90,19,48,Joint Measurement,388,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4896,P4896_S4,Karnataka,Karnataka_Dist_08,Water/Irrigation,261.47,64.65,125.65,33.59,66.41,94.82,5.18,0.0,4154,3278,1710,43.96,14.72,29.24,66.52,4,33.1,4,1,3,615,58,36,19,20.96,4,1,16.24,12.58,126,26.86,26.31,25.6,27,17,55.38,216.4,69.8,0.49,120,20,52,Compensation Disbursement,305,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4896,P4896_S5,Karnataka,Karnataka_Dist_08,Water/Irrigation,261.47,64.65,125.65,51.61,48.39,94.82,5.18,0.0,4154,3278,1710,68.67,34.33,34.34,50.01,3,40.9,5,2,3,366,88,32,12,71.14,7,1,38.1,34.97,129,40.91,40.63,34.91,30,19,57.21,130.3,18.3,0.22,150,12,97,RR Execution,378,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4897,P4897_S1,Maharashtra,Maharashtra_Dist_07,Highway,87.49,11.23,21.96,5.0,95.0,40.91,53.64,5.45,373,328,59,28.56,1.06,27.5,96.29,2,14.9,4,1,3,22,19,13,40,10.0,4,1,0.0,0.0,11,0.0,0.0,0.0,17,6,60.11,167.6,53.5,0.36,30,9,15,Possession Handover,346,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4897,P4897_S2,Maharashtra,Maharashtra_Dist_07,Highway,87.49,11.23,21.96,20.58,79.42,40.91,53.64,5.45,373,328,59,16.83,3.35,13.48,80.1,2,22.0,0,0,0,43,42,20,1,39.06,2,1,12.14,6.97,12,10.09,2.89,0.0,22,8,69.93,106.5,84.0,0.46,60,26,45,RR Execution,194,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4897,P4897_S3,Maharashtra,Maharashtra_Dist_07,Highway,87.49,11.23,21.96,32.42,67.58,40.91,53.64,5.45,373,328,59,15.9,3.79,12.11,76.16,3,43.6,3,1,2,25,33,12,63,32.99,2,1,25.79,24.83,15,26.5,24.73,22.68,14,9,72.84,194.4,79.3,0.28,90,8,29,Pre-Notification,256,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4897,P4897_S4,Maharashtra,Maharashtra_Dist_07,Highway,87.49,11.23,21.96,52.42,47.58,40.91,53.64,5.45,373,328,59,24.39,10.66,13.73,56.29,2,44.9,3,1,2,40,99,12,6,54.12,1,1,39.57,38.89,13,38.81,32.39,25.94,19,8,76.79,160.2,82.0,0.15,120,13,110,Compensation Disbursement,159,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4897,P4897_S5,Maharashtra,Maharashtra_Dist_07,Highway,87.49,11.23,21.96,67.15,32.85,40.91,53.64,5.45,373,328,59,23.94,15.08,8.86,37.01,1,21.7,2,1,1,34,19,15,6,73.03,2,1,55.07,52.38,15,55.91,54.92,51.58,23,10,67.37,155.5,101.9,0.18,150,10,102,Possession Handover,167,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4898,P4898_S1,Gujarat,Gujarat_Dist_02,Water/Irrigation,94.77,59.55,252.22,5.0,95.0,78.34,21.66,0.0,5689,6736,1178,15.67,0.57,15.1,96.36,2,224.3,2,0,2,378,22,46,38,10.0,4,1,0.0,0.0,188,0.0,0.0,0.0,20,10,63.13,265.9,86.9,0.26,30,6,90,Possession Handover,318,1,critical,R&R Execution,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4898,P4898_S2,Gujarat,Gujarat_Dist_02,Water/Irrigation,94.77,59.55,252.22,14.89,85.11,78.34,21.66,0.0,5689,6736,1178,28.8,4.03,24.77,86.01,2,22.2,3,1,2,766,12,30,9,22.86,1,1,6.46,5.03,114,5.73,2.42,0.0,26,6,77.52,165.0,49.7,0.23,60,18,39,Possession Handover,326,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4898,P4898_S3,Gujarat,Gujarat_Dist_02,Water/Irrigation,94.77,59.55,252.22,32.34,67.66,78.34,21.66,0.0,5689,6736,1178,32.61,10.03,22.58,69.24,3,44.0,2,1,1,678,58,48,21,26.39,5,1,15.94,10.08,168,23.72,22.3,20.01,32,10,68.34,191.5,85.0,0.19,90,15,102,Compensation Disbursement,231,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4898,P4898_S4,Gujarat,Gujarat_Dist_02,Water/Irrigation,94.77,59.55,252.22,46.13,53.87,78.34,21.66,0.0,5689,6736,1178,16.55,6.95,9.6,58.01,4,26.7,1,0,1,953,93,18,21,50.26,3,1,26.44,21.85,263,41.37,32.03,30.51,29,6,61.48,146.3,106.2,0.41,120,27,44,Joint Measurement,230,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4898,P4898_S5,Gujarat,Gujarat_Dist_02,Water/Irrigation,94.77,59.55,252.22,59.48,40.52,78.34,21.66,0.0,5689,6736,1178,20.01,10.46,9.55,47.73,2,65.7,2,0,2,827,16,24,25,60.71,4,1,50.43,46.15,215,49.74,46.8,39.69,24,6,55.47,302.6,69.8,0.34,150,6,106,Award Declaration,197,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4899,P4899_S1,Haryana,Haryana_Dist_04,Industrial Corridor,413.99,25.79,86.37,9.0,91.0,81.51,18.49,0.0,2059,1666,693,140.96,10.24,130.72,92.74,5,69.2,0,0,0,96,116,80,85,34.35,1,1,0.0,0.0,74,0.0,0.0,0.0,17,7,83.33,152.7,62.9,0.52,30,28,56,Joint Measurement,197,1,critical,R&R Execution,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4899,P4899_S2,Haryana,Haryana_Dist_04,Industrial Corridor,413.99,25.79,86.37,25.48,74.52,81.51,18.49,0.0,2059,1666,693,89.15,19.53,69.62,78.09,2,10.0,5,1,4,108,6,28,32,27.62,1,1,10.35,8.97,31,12.49,10.04,5.33,24,7,68.17,198.5,82.1,0.4,60,7,41,Compensation Disbursement,298,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4899,P4899_S3,Haryana,Haryana_Dist_04,Industrial Corridor,413.99,25.79,86.37,40.71,59.29,81.51,18.49,0.0,2059,1666,693,135.21,52.9,82.31,60.88,1,27.0,0,0,0,108,13,78,42,48.83,4,1,23.72,22.32,58,30.55,26.73,20.49,15,8,77.37,221.9,123.3,0.52,90,24,44,Pre-Notification,162,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4899,P4899_S4,Haryana,Haryana_Dist_04,Industrial Corridor,413.99,25.79,86.37,49.96,50.04,81.51,18.49,0.0,2059,1666,693,107.18,42.77,64.41,60.1,3,40.8,2,1,1,174,90,28,3,59.83,4,1,43.58,41.31,96,42.57,32.61,31.17,20,7,70.88,223.3,42.3,0.37,120,5,92,Pre-Notification,199,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4899,P4899_S5,Haryana,Haryana_Dist_04,Industrial Corridor,413.99,25.79,86.37,68.04,31.96,81.51,18.49,0.0,2059,1666,693,99.47,53.21,46.26,46.51,1,8.0,2,1,1,89,4,10,49,77.92,5,1,51.61,46.54,21,53.64,51.42,43.65,20,11,67.77,137.5,90.0,0.19,150,5,98,Pre-Notification,162,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4900,P4900_S1,Madhya Pradesh,Madhya Pradesh_Dist_13,Railway,45.04,61.97,86.79,5.0,95.0,66.36,33.64,0.0,2455,1838,436,9.96,0.37,9.59,96.29,3,56.4,5,2,3,271,45,86,3,10.0,1,1,0.0,0.0,43,0.0,0.0,0.0,27,17,69.59,165.5,150.1,0.5,30,10,55,Compensation Disbursement,392,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4900,P4900_S2,Madhya Pradesh,Madhya Pradesh_Dist_13,Railway,45.04,61.97,86.79,12.4,87.6,66.36,33.64,0.0,2455,1838,436,7.8,0.78,7.02,90.0,6,86.5,2,1,1,282,16,34,7,10.0,3,1,0.0,0.0,59,4.61,3.46,0.0,23,5,59.66,233.0,131.0,0.41,60,11,110,Compensation Disbursement,336,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4900,P4900_S3,Madhya Pradesh,Madhya Pradesh_Dist_13,Railway,45.04,61.97,86.79,29.92,70.08,66.36,33.64,0.0,2455,1838,436,14.84,3.29,11.55,77.83,5,46.0,3,1,2,215,155,27,35,30.78,4,1,16.03,8.87,104,25.6,18.4,18.26,30,8,69.75,144.9,106.1,0.49,90,8,65,Award Declaration,280,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4900,P4900_S4,Madhya Pradesh,Madhya Pradesh_Dist_13,Railway,45.04,61.97,86.79,42.18,57.82,66.36,33.64,0.0,2455,1838,436,8.89,3.26,5.63,63.33,2,80.8,2,1,1,289,46,49,8,60.76,1,1,35.28,25.91,108,34.2,33.88,29.87,28,8,61.41,257.0,115.1,0.41,120,15,36,Pre-Notification,299,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4900,P4900_S5,Madhya Pradesh,Madhya Pradesh_Dist_13,Railway,45.04,61.97,86.79,63.3,36.7,66.36,33.64,0.0,2455,1838,436,13.15,7.8,5.35,40.68,1,53.5,2,1,1,127,29,123,51,63.52,3,1,49.68,41.82,25,57.0,53.87,50.96,32,11,68.31,146.6,89.5,0.5,150,26,119,Compensation Disbursement,231,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4901,P4901_S1,Madhya Pradesh,Madhya Pradesh_Dist_07,Highway,146.84,144.13,453.04,17.65,82.35,78.69,21.31,0.0,11500,9000,1742,38.53,5.16,33.37,86.61,2,25.0,2,1,1,260,60,40,65,26.02,2,1,3.38,0.0,490,7.64,1.73,0.0,16,9,87.12,155.8,91.5,0.5,30,24,46,RR Execution,215,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4901,P4901_S2,Madhya Pradesh,Madhya Pradesh_Dist_07,Highway,146.84,144.13,453.04,32.03,67.97,78.69,21.31,0.0,11500,9000,1742,37.67,10.97,26.7,70.88,1,67.2,1,0,1,246,38,43,2,51.38,1,1,20.19,11.42,568,28.75,26.75,19.32,12,6,83.29,176.4,62.6,0.35,60,12,113,Possession Handover,180,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4901,P4901_S3,Madhya Pradesh,Madhya Pradesh_Dist_07,Highway,146.84,144.13,453.04,48.54,51.46,78.69,21.31,0.0,11500,9000,1742,43.77,17.29,26.48,60.5,0,16.6,0,0,0,383,14,82,75,45.09,4,1,41.75,36.29,183,34.7,25.84,18.71,13,6,76.8,163.6,116.7,0.26,90,29,62,Award Declaration,82,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4901,P4901_S4,Madhya Pradesh,Madhya Pradesh_Dist_07,Highway,146.84,144.13,453.04,64.2,35.8,78.69,21.31,0.0,11500,9000,1742,47.07,28.93,18.14,38.54,1,101.8,3,1,2,328,105,2,57,83.78,1,1,47.56,44.34,193,58.89,54.68,53.78,19,5,77.68,184.6,76.1,0.18,120,7,99,Joint Measurement,154,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4901,P4901_S5,Madhya Pradesh,Madhya Pradesh_Dist_07,Highway,146.84,144.13,453.04,72.54,27.46,78.69,21.31,0.0,11500,9000,1742,32.49,17.84,14.65,45.09,0,38.9,0,0,0,269,38,4,22,80.09,3,1,64.32,57.65,573,59.2,54.37,50.45,16,6,86.64,220.3,79.2,0.29,150,27,54,Joint Measurement,17,0,minor,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4902,P4902_S1,Rajasthan,Rajasthan_Dist_08,Railway,164.6,35.44,61.69,5.0,95.0,78.09,21.91,0.0,696,544,278,39.3,1.86,37.44,95.27,9,47.1,4,1,3,95,62,66,10,17.21,6,1,0.0,0.0,31,0.99,0.0,0.0,49,29,57.5,148.5,82.2,0.51,30,17,95,Award Declaration,388,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4902,P4902_S2,Rajasthan,Rajasthan_Dist_08,Railway,164.6,35.44,61.69,5.0,95.0,78.09,21.91,0.0,696,544,278,34.8,1.41,33.39,95.95,7,76.9,8,3,5,46,108,61,14,10.0,3,1,0.0,0.0,32,0.0,0.0,0.0,34,11,56.81,161.4,108.6,0.32,60,25,36,Award Declaration,444,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4902,P4902_S3,Rajasthan,Rajasthan_Dist_08,Railway,164.6,35.44,61.69,16.79,83.21,78.09,21.91,0.0,696,544,278,44.72,5.76,38.96,87.12,4,58.0,5,2,3,109,36,30,31,19.6,2,1,6.38,1.69,10,3.09,0.0,0.0,39,26,41.08,153.8,80.4,0.16,90,9,42,Pre-Notification,399,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4902,P4902_S4,Rajasthan,Rajasthan_Dist_08,Railway,164.6,35.44,61.69,30.54,69.46,78.09,21.91,0.0,696,544,278,50.32,15.1,35.22,69.99,4,109.1,8,3,5,104,33,89,15,21.35,4,1,19.39,13.28,29,19.49,13.07,6.28,31,15,51.68,226.3,54.1,0.55,120,20,86,Possession Handover,390,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4902,P4902_S5,Rajasthan,Rajasthan_Dist_08,Railway,164.6,35.44,61.69,52.3,47.7,78.09,21.91,0.0,696,544,278,39.92,18.42,21.5,53.86,1,207.5,3,1,2,100,54,68,59,49.61,4,1,35.47,31.59,9,41.58,37.43,35.85,36,15,55.62,165.2,96.1,0.23,150,19,36,Award Declaration,341,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4903,P4903_S1,Karnataka,Karnataka_Dist_13,Highway,204.7,78.33,312.44,18.29,81.71,47.33,50.55,2.12,6792,7571,2892,68.1,11.81,56.29,82.66,2,134.5,2,1,1,182,106,70,19,10.0,3,1,6.76,0.44,270,13.95,7.32,5.62,10,2,84.23,178.0,129.6,0.34,30,8,31,Compensation Disbursement,154,1,severe,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4903,P4903_S2,Karnataka,Karnataka_Dist_13,Highway,204.7,78.33,312.44,33.29,66.71,47.33,50.55,2.12,6792,7571,2892,71.33,21.06,50.27,70.48,2,103.8,0,0,0,147,10,3,9,34.35,1,1,22.12,17.11,306,29.4,20.69,15.41,11,3,87.62,126.3,83.2,0.29,60,27,66,Award Declaration,84,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4903,P4903_S3,Karnataka,Karnataka_Dist_13,Highway,204.7,78.33,312.44,53.85,46.15,47.33,50.55,2.12,6792,7571,2892,57.21,27.54,29.67,51.86,0,36.6,3,1,2,355,8,22,38,58.8,4,1,38.97,35.55,260,39.95,34.61,31.88,12,5,84.2,211.3,91.9,0.4,90,27,82,Pre-Notification,89,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4903,P4903_S4,Karnataka,Karnataka_Dist_13,Highway,204.7,78.33,312.44,68.77,31.23,47.33,50.55,2.12,6792,7571,2892,67.85,46.26,21.59,31.82,0,34.7,0,0,0,135,20,81,46,85.32,2,1,58.71,56.02,175,54.09,46.67,46.44,15,7,80.54,194.7,134.7,0.49,120,27,65,Award Declaration,83,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4903,P4903_S5,Karnataka,Karnataka_Dist_13,Highway,204.7,78.33,312.44,73.02,26.98,47.33,50.55,2.12,6792,7571,2892,48.83,30.34,18.49,37.87,0,8.4,0,0,0,182,6,0,7,83.87,1,1,64.27,63.83,77,68.12,64.73,64.64,14,8,78.18,177.7,104.9,0.49,150,15,91,Award Declaration,36,0,moderate,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4904,P4904_S1,Rajasthan,Rajasthan_Dist_03,Metro,237.45,30.82,83.61,24.26,75.74,69.81,30.19,0.0,1299,1502,456,40.1,9.08,31.02,77.36,2,79.0,0,0,0,30,3,131,19,27.97,2,1,7.61,2.84,48,16.57,7.16,0.77,10,3,95.0,160.9,99.0,0.44,30,7,96,Joint Measurement,94,1,severe,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4904,P4904_S2,Rajasthan,Rajasthan_Dist_03,Metro,237.45,30.82,83.61,41.05,58.95,69.81,30.19,0.0,1299,1502,456,41.95,16.49,25.46,60.69,0,38.8,2,1,1,17,34,1,11,38.07,3,1,28.88,24.83,31,31.63,25.74,20.0,10,5,90.51,275.2,96.4,0.37,60,13,22,Joint Measurement,64,0,moderate,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4904,P4904_S3,Rajasthan,Rajasthan_Dist_03,Metro,237.45,30.82,83.61,54.87,45.13,69.81,30.19,0.0,1299,1502,456,50.86,22.83,28.03,55.11,1,15.6,3,1,2,22,65,119,69,47.76,1,1,46.09,38.47,56,52.07,50.15,46.36,15,8,88.7,138.2,60.9,0.33,90,21,82,RR Execution,51,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4904,P4904_S4,Rajasthan,Rajasthan_Dist_03,Metro,237.45,30.82,83.61,69.7,30.3,69.81,30.19,0.0,1299,1502,456,39.92,24.56,15.36,38.48,0,7.4,0,0,0,29,15,4,66,67.42,2,1,64.05,63.45,17,62.57,52.82,52.47,12,4,94.76,233.5,60.9,0.45,120,13,34,Award Declaration,-14,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4904,P4904_S5,Rajasthan,Rajasthan_Dist_03,Metro,237.45,30.82,83.61,84.77,15.23,69.81,30.19,0.0,1299,1502,456,57.51,39.21,18.3,31.82,0,9.7,2,1,1,41,0,30,10,90.39,0,1,66.42,61.12,31,71.24,65.71,62.84,12,2,90.21,178.1,81.2,0.29,150,6,36,Award Declaration,-7,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4905,P4905_S1,West Bengal,West Bengal_Dist_09,Industrial Corridor,351.74,50.68,132.66,5.0,95.0,60.85,39.15,0.0,1876,1538,646,121.49,4.9,116.59,95.97,7,28.3,2,0,2,206,50,30,55,10.0,2,1,0.0,0.0,24,0.0,0.0,0.0,25,9,65.92,154.4,115.7,0.17,30,9,117,RR Execution,299,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P4905,P4905_S2,West Bengal,West Bengal_Dist_09,Industrial Corridor,351.74,50.68,132.66,18.38,81.62,60.85,39.15,0.0,1876,1538,646,61.15,8.35,52.8,86.35,5,27.2,4,1,3,107,32,22,43,16.84,3,1,13.12,5.26,38,7.97,0.0,0.0,22,12,73.08,164.0,52.2,0.52,60,28,102,Compensation Disbursement,295,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4905,P4905_S3,West Bengal,West Bengal_Dist_09,Industrial Corridor,351.74,50.68,132.66,33.07,66.93,60.85,39.15,0.0,1876,1538,646,94.84,30.32,64.52,68.03,2,119.7,3,1,2,200,23,103,29,22.57,4,1,24.93,24.31,45,25.9,25.31,20.65,28,16,74.1,145.7,77.9,0.55,90,14,52,Compensation Disbursement,271,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4905,P4905_S4,West Bengal,West Bengal_Dist_09,Industrial Corridor,351.74,50.68,132.66,43.42,56.58,60.85,39.15,0.0,1876,1538,646,72.14,26.76,45.38,62.91,4,44.0,2,0,2,210,16,14,7,34.4,3,1,29.43,25.6,45,40.38,32.43,31.96,22,12,73.61,143.9,96.2,0.42,120,24,34,Pre-Notification,242,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4905,P4905_S5,West Bengal,West Bengal_Dist_09,Industrial Corridor,351.74,50.68,132.66,61.3,38.7,60.85,39.15,0.0,1876,1538,646,122.27,72.47,49.8,40.73,1,61.7,5,3,2,163,23,295,9,60.86,3,1,42.78,39.98,45,54.49,49.91,44.29,19,8,69.98,181.1,62.6,0.54,150,23,31,Possession Handover,236,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P4906,P4906_S1,Tamil Nadu,Tamil Nadu_Dist_09,Industrial Corridor,76.46,55.22,196.24,32.14,67.86,77.13,22.87,0.0,2472,2516,554,24.62,7.79,16.83,68.36,1,29.2,2,0,2,17,26,70,60,40.31,1,1,26.57,22.3,77,23.52,16.19,13.84,13,5,95.0,181.0,68.6,0.34,30,6,43,Joint Measurement,108,1,severe,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
